num,Economy,Code,Region,Income group,year,Internet value,Total population,GDP (US$),Life Expectancy (Years),GDP per capita income,Fertility (Births per woman)
940,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2004,3.6,52074,131334600,NA,2710.5872105843,NA
941,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2004,0.48,3042823,1833444740.37736,60.539,2431.2628828412,5.232
942,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2004,13.69,1221003,6385695187.0102,72.2767479675,10661.5141396298,1.92
943,Mexico,MEX,Latin America & Caribbean,Upper middle income,2004,14.1,106995583,782240601984.76,75.18,11805.5581062054,2.536
944,Micronesia,NA,NA,NA,2004,11.02,NA,NA,NA,NA,NA
945,Moldova,MDA,Europe & Central Asia,Lower middle income,2004,10.63,3603945,2598231467.43671,67.665,2647.1267377147,1.224
946,Monaco,MCO,Europe & Central Asia,High income,2004,52.49,33314,4110348475.53594,NA,NA,NA
947,Montenegro,MNE,Europe & Central Asia,Upper middle income,2004,25.35,613353,2073234417.68066,73.465,7835.1451330021,1.847
948,Morocco,MAR,Middle East & North Africa,Lower middle income,2004,11.61,30179285,59626020162.3816,70.873,4529.7457986066,2.613
949,Mozambique,MOZ,Sub-Saharan Africa,Low income,2004,0.68,20312705,6831808930.39816,50.663,606.6270278414,5.761
950,Myanmar,MMR,East Asia & Pacific,Lower middle income,2004,0.02,48073707,10567354056.4049,63.323,1742.2176824994,2.779
951,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2004,3.8,2009228,6480441754.90775,53.48,6249.3104674255,3.714
952,Nepal (Republic of),NA,NA,NA,2004,0.45,NA,NA,NA,NA,NA
953,Netherlands,NLD,Europe & Central Asia,High income,2004,68.52,16281779,650532654581.574,79.0951219512,35415.722111417,1.72
954,New Caledonia,NCL,East Asia & Pacific,High income,2004,30.3,228750,NA,75.4707317073,NA,2.18
955,New Zealand,NZL,East Asia & Pacific,High income,2004,61.85,4087500,103904537815.126,79.5487804878,25080.3101911922,1.98
956,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2004,2.32,5309703,5795568204.64532,71.537,3149.9484357281,2.738
957,Niger,NER,Sub-Saharan Africa,Low income,2004,0.19,13127012,3052898739.4678,52.436,653.4534009717,7.626
958,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2004,1.29,135393616,136385979322.685,47.717,3425.1195575733,6.011
959,Niue,NA,NA,NA,2004,47.34,NA,NA,NA,NA,NA
960,Norway,NOR,Europe & Central Asia,High income,2004,77.69,4591910,264357494659.388,79.8414634146,42486.4043669756,1.83
961,Oman,OMN,Middle East & North Africa,High income,2004,6.76,2444751,24763589076.723,73.851,35835.353221451,3.029
962,Pakistan,PAK,South Asia,Lower middle income,2004,6.16,150780300,97977766197.6724,63.625,3281.5350223539,4.129
963,Palau,PLW,East Asia & Pacific,Upper middle income,2004,26.97,19804,164163200,NA,11557.4531301059,NA
964,Palestine,NA,NA,NA,2004,4.4,NA,NA,NA,NA,NA
965,Panama,PAN,Latin America & Caribbean,Upper middle income,2004,11.14,3269541,15013381700,75.782,9783.6298305802,2.663
966,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2004,1.51,6161517,3927157866.96465,63.113,2240.4332085267,4.315
967,Paraguay,PRY,Latin America & Caribbean,Upper middle income,2004,3.45,5703740,9624440836.29309,71.067,6916.2342277789,3.119
968,Peru,PER,Latin America & Caribbean,Upper middle income,2004,14.1,27273194,66768703497.5687,72.146,6239.2468617409,2.725
969,Philippines,PHL,East Asia & Pacific,Lower middle income,2004,5.24,84678493,91371242495.0794,67.67,4007.7249693705,3.579
970,Poland,POL,Europe & Central Asia,High income,2004,32.53,38182222,255102252843.395,74.8463414634,13341.0999992516,1.23
971,Portugal,PRT,Europe & Central Asia,High income,2004,31.78,10483861,189187437298.237,77.6707317073,21475.6371954788,1.4
972,Puerto Rico,PRI,Latin America & Caribbean,High income,2004,22.13,3826878,80322313000,78.1758536585,31082.3576902111,1.7822
973,Qatar,QAT,Middle East & North Africa,High income,2004,20.7,758855,31734065934.0659,76.668,100402.654463671,2.713
974,Romania,ROU,Europe & Central Asia,Upper middle income,2004,15,21451748,76216441462.1442,71.5942756098,9131.1604652565,1.33
975,Russian Federation,RUS,Europe & Central Asia,Upper middle income,2004,12.86,144067054,591016690742.937,65.4709756098,10226.7847523037,1.344
976,Rwanda,RWA,Sub-Saharan Africa,Low income,2004,0.43,8818438,2088961968.93579,53.755,840.55250093,5.243
977,Saint Kitts and Nevis,NA,NA,NA,2004,24.74,NA,NA,NA,NA,NA
978,Saint Lucia,NA,NA,NA,2004,21.4,NA,NA,NA,NA,NA
979,Saint Vincent and the Grenadines,NA,NA,NA,2004,7.37,NA,NA,NA,NA,NA
980,Samoa,WSM,East Asia & Pacific,Lower middle income,2004,3.08,178781,420320176.359437,70.673,4445.9468304536,4.456
981,San Marino,SMR,Europe & Central Asia,High income,2004,50.57,28866,1877328035.75863,NA,71334.9462531251,NA
982,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2004,13.32,151969,104486043.47856,64.322,1837.0201270785,5.072
983,Saudi Arabia,SAU,Middle East & North Africa,High income,2004,10.23,23228890,258742133333.333,73.041,38284.1253941172,3.505
984,Senegal,SEN,Sub-Saharan Africa,Low income,2004,4.39,10955944,10167441854.4694,59.859,2217.0943261547,5.201
985,Serbia,SRB,Europe & Central Asia,Upper middle income,2004,23.5,7463157,24861483280.6339,72.6829268293,8064.4980792045,1.57
986,Seychelles,SYC,Sub-Saharan Africa,High income,2004,24.27,82475,839319927.272727,72.6609756098,14158.1463527116,2.01
987,Sierra Leone,SLE,Sub-Saharan Africa,Low income,2004,0.2,5439695,1448536630.88143,42.66,911.2308487984,5.969
988,Singapore,SGP,East Asia & Pacific,High income,2004,62,4166664,114188557567.152,79.4902439024,50906.7087965979,1.26
989,Slovakia,NA,NA,NA,2004,52.89,NA,NA,NA,NA,NA
990,Slovenia,SVN,Europe & Central Asia,High income,2004,40.81,1997012,34470227453.9113,77.2073170732,22776.855591449,1.25
991,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2004,0.65,458324,375111894.932329,65.549,1409.4687949997,4.54
992,Somalia,SOM,Sub-Saharan Africa,Low income,2004,1.05,10116228,NA,52.042,NA,7.378
993,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2004,8.43,48247395,228937347865.858,52.878,8938.5409285426,2.702
994,Spain,ESP,Europe & Central Asia,High income,2004,44.01,42921895,1069555500372.49,79.8707317073,26180.0605811503,1.31
995,Sri Lanka,LKA,South Asia,Lower middle income,2004,1.45,19372538,20662525941.2986,73.593,5298.423224381,2.278
996,St. Helena,NA,NA,NA,2004,14.62,NA,NA,NA,NA,NA
997,Sudan,SDN,Sub-Saharan Africa,Lower middle income,2004,0.79,30186341,21457470202.7839,59.993,2236.6561793189,5.204
998,Suriname,SUR,Latin America & Caribbean,Upper middle income,2004,6.08,493630,1484092538.40527,68.48,9963.2701600782,2.708
999,Sweden,SWE,Europe & Central Asia,High income,2004,83.89,8993531,381705425301.746,80.4975609756,33528.0063995136,1.75
1000,Switzerland,CHE,Europe & Central Asia,High income,2004,67.8,7389625,394163688620.828,81.087804878,39169.9960315091,1.42
1001,Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2004,4.32,17806638,25086930693.0693,74.25,NA,3.648
1002,"Taiwan, Province of China",NA,NA,NA,2004,53.81,NA,NA,NA,NA,NA
1003,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2004,0.08,6712841,2076148796.49891,67.163,1407.5699871136,3.533
1004,Tanzania,TZA,Sub-Saharan Africa,Low income,2004,0.88,38249984,16675948414.7849,55.161,1539.868943264,5.651
1005,Thailand,THA,East Asia & Pacific,Upper middle income,2004,10.68,65002231,172895476152.592,71.775,9602.4254994954,1.58
1006,The Former Yugoslav Rep. of Macedonia,NA,NA,NA,2004,24.44,NA,NA,NA,NA,NA
1007,Togo,TGO,Sub-Saharan Africa,Low income,2004,1.5,5534598,2255942249.33218,54.23,990.3366048954,5.229
1008,Tonga,TON,East Asia & Pacific,Lower middle income,2004,3.95,100406,229358214.792003,71.367,4226.4544932701,4.177
1009,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2004,27.02,1290535,13280275123.0354,68.816,21567.3813751713,1.758
1010,Tunisia,TUN,Middle East & North Africa,Lower middle income,2004,8.53,10017601,31183139301.4853,74.026,7398.3115834332,1.997
1011,Turkey,TUR,Europe & Central Asia,Upper middle income,2004,14.58,67007855,404786390740.091,72.06,10860.5477479454,2.31
1012,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2004,0.75,4703398,6838351088.46688,64.693,5009.5697339531,2.671
1013,Uganda,UGA,Sub-Saharan Africa,Low income,2004,0.72,27568436,7940362799.17997,51.538,1026.7879681862,6.653
1014,Ukraine,UKR,Europe & Central Asia,Lower middle income,2004,3.49,47451600,64819702951.6826,68.1853658537,6050.6611134672,1.218
1015,United Arab Emirates,ARE,Middle East & North Africa,High income,2004,30.13,4087931,147824370319.946,75.2,84584.2147714192,2.238
1016,United Kingdom,GBR,Europe & Central Asia,High income,2004,65.61,59987905,2398555474185.28,78.7463414634,31721.5675250988,1.75
1017,United States,USA,North America,High income,2004,64.76,292805298,12274928000000,77.487804878,41921.8097617892,2.0515
1018,Uruguay,URY,Latin America & Caribbean,High income,2004,17.06,3324096,13686329890.1191,75.614,10418.5565448752,2.174
1019,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2004,2.59,25864350,12030023547.8807,68.094,2502.6838405717,2.46
1020,Vanuatu,VUT,East Asia & Pacific,Lower middle income,2004,4.75,204143,364996869.129618,68.889,2191.936543231,3.95
1021,Venezuela,NA,NA,NA,2004,8.4,NA,NA,NA,NA,NA
1022,Viet Nam,NA,NA,NA,2004,7.64,NA,NA,NA,NA,NA
1023,Virgin Islands (US),NA,NA,NA,2004,27.38,NA,NA,NA,NA,NA
1024,Wallis and Futuna,NA,NA,NA,2004,6.06,NA,NA,NA,NA,NA
1025,Yemen,NA,NA,NA,2004,0.88,NA,NA,NA,NA,NA
1026,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2004,2.01,11731746,6221077674.77871,48.432,2051.1193518115,5.859
1027,Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2004,2.1,12777511,5805598400,44.571,1707.0828465242,3.984
1028,Afghanistan,AFG,South Asia,Low income,2005,1.22,25070798,6209137624.77181,58.5,1001.1721694984,6.827
1029,Albania,ALB,Europe & Central Asia,Upper middle income,2005,6.04,3011487,8052073539.38058,75.217,5865.2996060727,1.754
1030,Algeria,DZA,Middle East & North Africa,Upper middle income,2005,5.84,33288437,103198228458.588,72.767,10969.2366442897,2.497
1031,Andorra,AND,Europe & Central Asia,High income,2005,37.61,78867,3255789080.96008,NA,NA,NA
1032,Angola,AGO,Sub-Saharan Africa,Upper middle income,2005,1.14,19552542,36970918699.2523,52.833,4523.4428609959,6.465
1033,Anguilla,NA,NA,NA,2005,29,NA,NA,NA,NA,NA
1034,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2005,27,89253,1022191294.07407,74.544,18061.5071914413,2.224
1035,Argentina,ARG,Latin America & Caribbean,Upper middle income,2005,17.72,39145488,198737095012.282,74.775,13814.4268135247,2.452
1036,Armenia,ARM,Europe & Central Asia,Lower middle income,2005,5.25,2981259,4900469950.09033,72.625,4768.3543336549,1.681
1037,Aruba,ABW,Latin America & Caribbean,High income,2005,25.4,100031,2330726256.98324,74.287,35176.2122313659,1.774
1038,Australia,AUS,East Asia & Pacific,High income,2005,63,20394800,692641708013.833,80.8414634146,32539.0815705167,1.807
1039,Austria,AUT,Europe & Central Asia,High income,2005,58,8227829,315974418604.651,79.3317073171,35013.7140443423,1.41
1040,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2005,8.03,8391850,13245716099.0057,68.75,7167.4448766168,2
1041,Bahamas,NA,NA,NA,2005,25,NA,NA,NA,NA,NA
1042,Bahrain,BHR,Middle East & North Africa,High income,2005,21.3,889168,15968726861.7021,75.326,38457.410938094,2.436
1043,Bangladesh,BGD,South Asia,Lower middle income,2005,0.24,143431101,69442943089.4309,67.937,1717.9940617016,2.69
1044,Barbados,BRB,Latin America & Caribbean,High income,2005,52.5,274009,3897300000,74.163,14390.7943476192,1.759
1045,Belgium,BEL,Europe & Central Asia,High income,2005,55.82,10478617,387365750528.541,78.9804878049,33332.3313498604,1.76
1046,Belize,BLZ,Latin America & Caribbean,Upper middle income,2005,17,283277,1114202700,69.023,7001.4612151332,3.072
1047,Benin,BEN,Sub-Saharan Africa,Low income,2005,1.27,7982225,4803702821.08055,57.355,1545.3305403755,5.632
1048,Bermuda,BMU,North America,High income,2005,65.45,64154,4868136000,78.6853658537,49865.4182082368,1.76
1049,Bhutan,BTN,South Asia,Lower middle income,2005,3.85,656639,818869145.124717,64.882,4025.384001635,2.837
1050,Bolivia (Plurinational State of),NA,NA,NA,2005,5.23,NA,NA,NA,NA,NA
1051,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2005,21.33,3781530,11222953519.4252,75.223,6451.9000401927,1.288
1052,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2005,3.26,1855852,9931134940.51346,52.165,10093.5626105284,2.987
1053,Brazil,BRA,Latin America & Caribbean,Upper middle income,2005,21.02,186917361,891630177234.637,72.04,10948.6692347714,1.975
1054,Brunei Darussalam,BRN,East Asia & Pacific,High income,2005,36.47,365158,9531402847.87311,76.291,73855.7156451832,1.847
1055,Bulgaria,BGR,Europe & Central Asia,Upper middle income,2005,19.97,7658972,29636617749.8253,72.5609756098,10211.2738263658,1.37
1056,Burkina Faso,BFA,Sub-Saharan Africa,Low income,2005,0.47,13421930,5462709498.45119,53.31,1127.2904948187,6.265
1057,Burundi,BDI,Sub-Saharan Africa,Low income,2005,0.54,7423289,1117113045.65222,52.735,611.6598029092,6.69
1058,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2005,6.07,474567,971977088.156914,71.76,4133.5139795999,3.126
1059,Cambodia,KHM,East Asia & Pacific,Lower middle income,2005,0.32,13270201,6293046161.83262,63.088,1753.0248359736,3.227
1060,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2005,1.4,17420795,17944084201.4901,52.916,2518.4907145925,5.35
1061,Canada,CAN,North America,High income,2005,71.66,32312000,1169357979864.66,80.1926829268,36134.6022423077,1.5434
1062,Cayman Islands,CYM,Latin America & Caribbean,High income,2005,38.03,48622,2315972638.90556,NA,52744.546462287,NA
1063,Central African Rep.,NA,NA,NA,2005,0.27,NA,NA,NA,NA,NA
1064,Chad,TCD,Sub-Saharan Africa,Low income,2005,0.4,10067009,6646663561.2656,48.054,1596.4560927714,7.074
1065,Chile,CHL,Latin America & Caribbean,High income,2005,31.18,16147064,122964812046.073,77.791,12774.7312248309,1.982
1066,China,CHN,East Asia & Pacific,Upper middle income,2005,8.52,1303720000,2285965892360.54,73.987,5091.348307591,1.565
1067,Colombia,COL,Latin America & Caribbean,Upper middle income,2005,11.01,43285634,145180960224.302,72.303,8190.6438029189,2.197
1068,Comoros,COM,Sub-Saharan Africa,Low income,2005,2,611627,653584808.745573,60.126,2112.7732057307,5.042
1069,Congo (Rep. of the),NA,NA,NA,2005,1.46,NA,NA,NA,NA,NA
1070,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2005,22.07,4247841,19952156489.4661,78.114,9814.6657347356,2.065
1071,C�te d'Ivoire,NA,NA,NA,2005,1.04,NA,NA,NA,NA,NA
1072,Croatia,HRV,Europe & Central Asia,High income,2005,33.14,4310145,45347181466.3022,75.2446341463,15290.5081639851,1.5
1073,Cuba,CUB,Latin America & Caribbean,Upper middle income,2005,9.74,11284253,42643836074.8,77.95,NA,1.57
1074,Cyprus,CYP,Europe & Central Asia,High income,2005,32.81,1027658,18433416241.761,78.631,27763.177389335,1.52
1075,Czech Republic,CZE,Europe & Central Asia,High income,2005,35.27,10211216,136280689891.224,75.9243902439,21956.3838583853,1.29
1076,Dem. People's Rep. of Korea,NA,NA,NA,2005,0,NA,NA,NA,NA,NA
1077,Dem. Rep. of the Congo,NA,NA,NA,2005,0.24,NA,NA,NA,NA,NA
1078,Denmark,DNK,Europe & Central Asia,High income,2005,82.74,5419432,264467308109.19,77.843902439,34150.1557953743,1.8
1079,Djibouti,DJI,Middle East & North Africa,Lower middle income,2005,0.95,783254,708633194.726566,57.999,NA,3.867
1080,Dominica,DMA,Latin America & Caribbean,Upper middle income,2005,38.54,70627,364255074.074074,NA,7739.9943313458,NA
1081,Dominican Rep.,NA,NA,NA,2005,11.48,NA,NA,NA,NA,NA
1082,Ecuador,ECU,Latin America & Caribbean,Upper middle income,2005,5.99,13735233,41507085000,74.136,7662.4659239248,2.793
1083,Egypt,NA,NA,NA,2005,12.75,NA,NA,NA,NA,NA
1084,El Salvador,SLV,Latin America & Caribbean,Lower middle income,2005,4.2,6028961,14698001400,70.357,5284.6632008672,2.529
1085,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2005,1.15,757317,8217369092.65224,54.262,27926.8200241963,5.559
1086,Estonia,EST,Europe & Central Asia,High income,2005,61.45,1354775,14006088297.4754,72.5682926829,16516.1438725455,1.52
1087,Eswatini,NA,NA,NA,2005,3.7,1105873,3178126491.90949,46.185,6004.9072373015,3.873
1088,Ethiopia,ETH,Sub-Saharan Africa,Low income,2005,0.22,76727083,12401139453.9738,56.221,651.9509241742,5.69
1089,Falkland (Malvinas) Is.,NA,NA,NA,2005,84.01,NA,NA,NA,NA,NA
1090,Faroe Islands,FRO,Europe & Central Asia,High income,2005,67.9,48285,1730894295.38595,79.4414634146,NA,2.6
1091,Fiji,FJI,East Asia & Pacific,Upper middle income,2005,8.45,821817,3006725014.78415,68.405,6611.174503093,2.86
1092,Finland,FIN,Europe & Central Asia,High income,2005,74.48,5246096,204436015420.968,78.8170731707,31993.4072568579,1.8
1093,France,FRA,Europe & Central Asia,High income,2005,42.87,63179351,2196126103718.44,80.1634146341,30498.5792943609,1.94
1094,French Polynesia,PYF,East Asia & Pacific,High income,2005,21.54,254886,NA,74.132,NA,2.251
1095,Gabon,GAB,Sub-Saharan Africa,Upper middle income,2005,4.89,1403126,9578973591.00958,59.89,14958.0302934892,4.23
1096,Gambia,NA,NA,NA,2005,3.8,NA,NA,NA,NA,NA
1097,Georgia,GEO,Europe & Central Asia,Upper middle income,2005,6.08,3902469,6410847045.01065,72.73,4669.1453258261,1.664
1098,Germany,DEU,Europe & Central Asia,High income,2005,68.71,82469422,2861410272354.18,78.9317073171,31968.4674473589,1.34
1099,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2005,1.83,21542009,10731634116.7384,58.666,2260.4616825748,4.49
1100,Gibraltar,GIB,Europe & Central Asia,High income,2005,39.07,32085,NA,NA,NA,NA
1101,Greece,GRC,Europe & Central Asia,High income,2005,24,10987314,247783001865.44,79.2390243902,25577.5240795599,1.34
1102,Greenland,GRL,Europe & Central Asia,High income,2005,57.7,56935,1849805732.96203,69.2207317073,NA,2.377
1103,Grenada,GRD,Latin America & Caribbean,Upper middle income,2005,20.49,102949,695370296.296296,71.438,10587.7642558802,2.344
1104,Guam,GUM,East Asia & Pacific,High income,2005,38.56,158402,4197000000,76.663,NA,2.638
1105,Guatemala,GTM,Latin America & Caribbean,Lower middle income,2005,5.7,13096028,27211377220.0677,69.763,5580.6745455956,3.971
1106,Guernsey,NA,NA,NA,2005,73.57,NA,NA,NA,NA,NA
1107,Guinea,GIN,Sub-Saharan Africa,Low income,2005,0.54,9679745,2937071767.25576,53.17,1338.8594253915,5.729
1108,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2005,1.9,1380838,586795675.416201,53.357,1191.3247331358,5.389
1109,Haiti,HTI,Latin America & Caribbean,Low income,2005,6.38,9263404,4310358095.62898,59.219,1390.4269180812,3.757
1110,Honduras,HND,Latin America & Caribbean,Lower middle income,2005,6.5,7373430,9672035709.39793,71.532,3291.1489426844,3.447
1111,"Hong Kong, China",NA,NA,NA,2005,56.9,NA,NA,NA,NA,NA
1112,Hungary,HUN,Europe & Central Asia,High income,2005,38.97,10087065,113035361316.749,72.6487804878,17081.7743442989,1.31
1113,Iceland,ISL,Europe & Central Asia,High income,2005,87,296734,16691490113.795,81.5024390244,36965.1403161226,2.05
1114,India,IND,South Asia,Lower middle income,2005,2.39,1144118674,820381672147.736,64.556,3045.686847939,2.969
1115,Indonesia,IDN,East Asia & Pacific,Lower middle income,2005,3.6,226712730,285868618224.017,67.191,6075.1322582941,2.514
1116,Iran (Islamic Republic of),NA,NA,NA,2005,8.1,NA,NA,NA,NA,NA
1117,Iraq,IRQ,Middle East & North Africa,Upper middle income,2005,0.9,27008426,49954890353.2609,68.35,9698.930154446,4.563
1118,Ireland,IRL,Europe & Central Asia,High income,2005,41.61,4159914,211650764830.245,78.943902439,40438.1051392424,1.86
